call_city	call_date	Temp	Humidity	Windspeed	weather_Events	date_key	calendar_quarter	calendar_month_number	Month_name	week_day_name	week_day_number	Working_day	is_a_weekend_day	is_a_public_holiday	season	wevents	call_cnt
HOPEWELL	2015-02-27	24	54	7		20150227	1	2	February    	Friday    	6	1	0	0	1	1	1
HOPEWELL	2015-03-02	34	63	9		20150302	1	3	March       	Monday    	2	1	0	0	2	1	2
HOPEWELL	2015-03-03	27	66	7	Rain-Snow	20150303	1	3	March       	Tuesday   	3	1	0	0	2	6	2
HOPEWELL	2015-03-04	39	89	5	Fog-Rain	20150304	1	3	March       	Wednesday 	4	1	0	0	2	7	6
HOPEWELL	2015-03-05	28	74	10	Fog-Rain-Snow	20150305	1	3	March       	Thursday  	5	1	0	0	2	8	1
HOPEWELL	2015-03-08	37	58	6		20150308	1	3	March       	Sunday    	1	0	1	0	2	1	3
HOPEWELL	2015-03-09	42	50	5	Rain	20150309	1	3	March       	Monday    	2	1	0	0	2	2	1
HOPEWELL	2015-03-10	43	72	3	Fog-Rain	20150310	1	3	March       	Tuesday   	3	1	0	0	2	7	3
HOPEWELL	2015-03-11	51	70	7	Rain	20150311	1	3	March       	Wednesday 	4	1	0	0	2	2	5
HOPEWELL	2015-03-12	41	41	12		20150312	1	3	March       	Thursday  	5	1	0	0	2	1	2
HOPEWELL	2015-03-13	38	39	8		20150313	1	3	March       	Friday    	6	1	0	0	2	1	2
HOPEWELL	2015-03-14	41	91	4	Rain	20150314	1	3	March       	Saturday  	7	0	1	0	2	2	2
HOPEWELL	2015-03-16	43	60	5		20150316	1	3	March       	Monday    	2	1	0	0	2	1	1
HOPEWELL	2015-03-17	49	52	12		20150317	1	3	March       	Tuesday   	3	1	0	0	2	1	3
HOPEWELL	2015-03-18	36	31	13		20150318	1	3	March       	Wednesday 	4	1	0	0	2	1	2
HOPEWELL	2015-03-19	33	45	5		20150319	1	3	March       	Thursday  	5	1	0	0	2	1	3
HOPEWELL	2015-03-20	32	70	8	Fog-Rain-Snow	20150320	1	3	March       	Friday    	6	1	0	0	2	8	1
HOPEWELL	2015-03-21	39	74	5		20150321	1	3	March       	Saturday  	7	0	1	0	2	1	1
HOPEWELL	2015-03-22	37	45	10		20150322	1	3	March       	Sunday    	1	0	1	0	2	1	2
HOPEWELL	2015-03-23	32	41	7		20150323	1	3	March       	Monday    	2	1	0	0	2	1	4
HOPEWELL	2015-03-24	33	40	4		20150324	1	3	March       	Tuesday   	3	1	0	0	2	1	4
HOPEWELL	2015-03-26	52	89	5	Fog-Rain	20150326	1	3	March       	Thursday  	5	1	0	0	2	7	3
HOPEWELL	2015-03-28	33	48	13		20150328	1	3	March       	Saturday  	7	0	1	0	2	1	1
HOPEWELL	2015-03-29	35	33	9		20150329	1	3	March       	Sunday    	1	0	1	0	2	1	3
HOPEWELL	2015-03-30	44	57	10	Snow	20150330	1	3	March       	Monday    	2	1	0	0	2	4	1
HOPEWELL	2015-04-01	42	59	8		20150401	2	4	April       	Wednesday 	4	1	0	0	2	1	3
HOPEWELL	2015-04-02	48	54	10		20150402	2	4	April       	Thursday  	5	1	0	0	2	1	2
HOPEWELL	2015-04-03	60	67	8	Fog-Rain	20150403	2	4	April       	Friday    	6	1	0	0	2	7	1
HOPEWELL	2015-04-04	53	56	14	Fog-Rain	20150404	2	4	April       	Saturday  	7	0	1	0	2	7	1
HOPEWELL	2015-04-06	56	48	9		20150406	2	4	April       	Monday    	2	1	0	0	2	1	1
HOPEWELL	2015-04-07	56	69	9	Rain	20150407	2	4	April       	Tuesday   	3	1	0	0	2	2	2
HOPEWELL	2015-04-08	42	73	15	Rain	20150408	2	4	April       	Wednesday 	4	1	0	0	2	2	2
HOPEWELL	2015-04-09	40	86	8	Rain	20150409	2	4	April       	Thursday  	5	1	0	0	2	2	2
HOPEWELL	2015-04-10	48	89	7	Rain-Thunderstorm	20150410	2	4	April       	Friday    	6	1	0	0	2	6	2
HOPEWELL	2015-04-13	58	51	9		20150413	2	4	April       	Monday    	2	1	0	0	2	1	7
HOPEWELL	2015-04-16	59	42	9		20150416	2	4	April       	Thursday  	5	1	0	1	2	1	3
HOPEWELL	2015-04-17	63	73	7	Rain	20150417	2	4	April       	Friday    	6	1	0	0	2	2	1
HOPEWELL	2015-04-18	65	54	7		20150418	2	4	April       	Saturday  	7	0	1	0	2	1	1
HOPEWELL	2015-04-19	55	42	10	Rain	20150419	2	4	April       	Sunday    	1	0	1	0	2	2	1
HOPEWELL	2015-04-20	59	81	9	Fog-Rain	20150420	2	4	April       	Monday    	2	1	0	0	2	7	1
HOPEWELL	2015-04-21	58	59	8	Rain-Thunderstorm	20150421	2	4	April       	Tuesday   	3	1	0	0	2	6	1
HOPEWELL	2015-04-22	56	52	10	Rain-Thunderstorm	20150422	2	4	April       	Wednesday 	4	1	0	0	2	6	1
HOPEWELL	2015-04-23	44	47	12		20150423	2	4	April       	Thursday  	5	1	0	0	2	1	2
HOPEWELL	2015-04-24	46	34	12		20150424	2	4	April       	Friday    	6	1	0	0	2	1	1
HOPEWELL	2015-04-25	46	41	6		20150425	2	4	April       	Saturday  	7	0	1	0	2	1	3
HOPEWELL	2015-04-27	51	45	10		20150427	2	4	April       	Monday    	2	1	0	0	2	1	2
HOPEWELL	2015-04-28	59	50	11		20150428	2	4	April       	Tuesday   	3	1	0	0	2	1	1
HOPEWELL	2015-04-29	63	42	8		20150429	2	4	April       	Wednesday 	4	1	0	0	2	1	2
HOPEWELL	2015-04-30	56	64	10		20150430	2	4	April       	Thursday  	5	1	0	0	2	1	1
HOPEWELL	2015-05-01	54	62	6		20150501	2	5	May         	Friday    	6	1	0	0	2	1	4
HOPEWELL	2015-05-02	57	56	5		20150502	2	5	May         	Saturday  	7	0	1	0	2	1	1
HOPEWELL	2015-05-03	62	48	4		20150503	2	5	May         	Sunday    	1	0	1	0	2	1	2
HOPEWELL	2015-05-04	66	47	7		20150504	2	5	May         	Monday    	2	1	0	0	2	1	3
HOPEWELL	2015-05-05	71	54	5		20150505	2	5	May         	Tuesday   	3	1	0	0	2	1	2
HOPEWELL	2015-05-07	66	59	5		20150507	2	5	May         	Thursday  	5	1	0	0	2	1	2
HOPEWELL	2015-05-09	65	79	6	Rain	20150509	2	5	May         	Saturday  	7	0	1	0	2	2	3
HOPEWELL	2015-05-11	75	74	8	Rain-Thunderstorm	20150511	2	5	May         	Monday    	2	1	0	0	2	6	2
HOPEWELL	2015-05-12	74	61	11		20150512	2	5	May         	Tuesday   	3	1	0	0	2	1	1
HOPEWELL	2015-05-14	59	47	6		20150514	2	5	May         	Thursday  	5	1	0	0	2	1	3
HOPEWELL	2015-05-15	62	57	7		20150515	2	5	May         	Friday    	6	1	0	0	2	1	1
HOPEWELL	2015-05-16	69	72	5	Rain-Thunderstorm	20150516	2	5	May         	Saturday  	7	0	1	0	2	6	3
HOPEWELL	2015-05-17	73	79	3	Fog	20150517	2	5	May         	Sunday    	1	0	1	0	2	3	3
HOPEWELL	2015-05-18	67	87	7		20150518	2	5	May         	Monday    	2	1	0	0	2	1	5
HOPEWELL	2015-05-19	70	77	6	Fog	20150519	2	5	May         	Tuesday   	3	1	0	0	2	3	1
HOPEWELL	2015-05-20	60	52	10		20150520	2	5	May         	Wednesday 	4	1	0	0	2	1	2
HOPEWELL	2015-05-23	57	37	6		20150523	2	5	May         	Saturday  	7	0	1	0	2	1	2
HOPEWELL	2015-05-26	75	62	10		20150526	2	5	May         	Tuesday   	3	1	0	0	2	1	3
HOPEWELL	2015-05-27	79	69	9	Rain-Thunderstorm	20150527	2	5	May         	Wednesday 	4	1	0	0	2	6	2
HOPEWELL	2015-05-28	78	70	5	Thunderstorm	20150528	2	5	May         	Thursday  	5	1	0	0	2	5	1
HOPEWELL	2015-05-31	79	63	10	Rain-Thunderstorm	20150531	2	5	May         	Sunday    	1	0	1	0	2	6	1
HOPEWELL	2015-06-01	60	95	10	Rain-Thunderstorm	20150601	2	6	June        	Monday    	2	1	0	0	3	6	3
HOPEWELL	2015-06-03	62	73	7	Rain	20150603	2	6	June        	Wednesday 	4	1	0	0	3	2	2
HOPEWELL	2015-06-04	61	69	10		20150604	2	6	June        	Thursday  	5	1	0	0	3	1	1
HOPEWELL	2015-06-05	64	81	5	Rain	20150605	2	6	June        	Friday    	6	1	0	0	3	2	2
HOPEWELL	2015-06-06	70	61	6	Rain	20150606	2	6	June        	Saturday  	7	0	1	0	3	2	2
HOPEWELL	2015-06-07	65	64	8		20150607	2	6	June        	Sunday    	1	0	1	0	3	1	1
HOPEWELL	2015-06-09	75	68	8	Rain	20150609	2	6	June        	Tuesday   	3	1	0	0	3	2	2
HOPEWELL	2015-06-10	71	64	5		20150610	2	6	June        	Wednesday 	4	1	0	0	3	1	3
HOPEWELL	2015-06-11	79	66	7		20150611	2	6	June        	Thursday  	5	1	0	0	3	1	2
HOPEWELL	2015-06-12	82	67	6		20150612	2	6	June        	Friday    	6	1	0	0	3	1	1
HOPEWELL	2015-06-13	79	63	7		20150613	2	6	June        	Saturday  	7	0	1	0	3	1	3
HOPEWELL	2015-06-14	78	74	5	Rain-Thunderstorm	20150614	2	6	June        	Sunday    	1	0	1	0	3	6	3
HOPEWELL	2015-06-15	78	76	8	Rain-Thunderstorm	20150615	2	6	June        	Monday    	2	1	0	0	3	6	2
HOPEWELL	2015-06-16	78	78	6	Fog-Rain	20150616	2	6	June        	Tuesday   	3	1	0	0	3	7	2
HOPEWELL	2015-06-17	72	64	7		20150617	2	6	June        	Wednesday 	4	1	0	0	3	1	2
HOPEWELL	2015-06-18	66	83	7	Rain	20150618	2	6	June        	Thursday  	5	1	0	0	3	2	2
HOPEWELL	2015-06-19	77	74	6	Rain	20150619	2	6	June        	Friday    	6	1	0	0	3	2	1
HOPEWELL	2015-06-20	72	79	8	Rain	20150620	2	6	June        	Saturday  	7	0	1	0	3	2	3
HOPEWELL	2015-06-21	80	75	10	Rain	20150621	2	6	June        	Sunday    	1	0	1	0	3	2	1
HOPEWELL	2015-06-22	79	60	6		20150622	2	6	June        	Monday    	2	1	0	0	3	1	1
HOPEWELL	2015-06-23	80	68	10	Rain-Thunderstorm	20150623	2	6	June        	Tuesday   	3	1	0	0	3	6	1
HOPEWELL	2015-06-24	74	67	7		20150624	2	6	June        	Wednesday 	4	1	0	0	3	1	1
HOPEWELL	2015-06-25	71	62	4	Rain	20150625	2	6	June        	Thursday  	5	1	0	0	3	2	2
HOPEWELL	2015-06-27	65	77	11	Rain	20150627	2	6	June        	Saturday  	7	0	1	0	3	2	3
HOPEWELL	2015-06-29	69	62	7		20150629	2	6	June        	Monday    	2	1	0	0	3	1	3
HOPEWELL	2015-06-30	73	71	8	Rain-Thunderstorm	20150630	2	6	June        	Tuesday   	3	1	0	0	3	6	1
HOPEWELL	2015-07-01	75	69	8	Rain-Thunderstorm	20150701	3	7	July        	Wednesday 	4	1	0	0	3	6	1
HOPEWELL	2015-07-03	72	71	5		20150703	3	7	July        	Friday    	6	1	0	1	3	1	1
HOPEWELL	2015-07-04	71	67	6	Rain	20150704	3	7	July        	Saturday  	7	0	1	0	3	2	1
HOPEWELL	2015-07-07	81	76	6	Rain-Thunderstorm	20150707	3	7	July        	Tuesday   	3	1	0	0	3	6	1
HOPEWELL	2015-07-08	81	76	6	Rain	20150708	3	7	July        	Wednesday 	4	1	0	0	3	2	2
HOPEWELL	2015-07-09	77	83	6	Rain-Thunderstorm	20150709	3	7	July        	Thursday  	5	1	0	0	3	6	2
HOPEWELL	2015-07-10	77	66	8		20150710	3	7	July        	Friday    	6	1	0	0	3	1	2
HOPEWELL	2015-07-11	77	58	5		20150711	3	7	July        	Saturday  	7	0	1	0	3	1	1
HOPEWELL	2015-07-15	75	82	5	Rain-Thunderstorm	20150715	3	7	July        	Wednesday 	4	1	0	0	3	6	1
HOPEWELL	2015-07-16	70	62	7		20150716	3	7	July        	Thursday  	5	1	0	0	3	1	1
HOPEWELL	2015-07-17	71	72	7		20150717	3	7	July        	Friday    	6	1	0	0	3	1	3
HOPEWELL	2015-07-19	84	71	4		20150719	3	7	July        	Sunday    	1	0	1	0	3	1	2
HOPEWELL	2015-07-20	85	67	5		20150720	3	7	July        	Monday    	2	1	0	0	3	1	1
HOPEWELL	2015-07-22	74	59	7		20150722	3	7	July        	Wednesday 	4	1	0	0	3	1	1
HOPEWELL	2015-07-24	73	58	4		20150724	3	7	July        	Friday    	6	1	0	0	3	1	1
HOPEWELL	2015-07-25	75	57	5		20150725	3	7	July        	Saturday  	7	0	1	0	3	1	1
HOPEWELL	2015-07-26	78	60	8		20150726	3	7	July        	Sunday    	1	0	1	0	3	1	2
HOPEWELL	2015-07-28	82	61	3		20150728	3	7	July        	Tuesday   	3	1	0	0	3	1	2
HOPEWELL	2015-07-29	82	66	5		20150729	3	7	July        	Wednesday 	4	1	0	0	3	1	2
HOPEWELL	2015-07-30	82	77	8	Rain-Thunderstorm	20150730	3	7	July        	Thursday  	5	1	0	0	3	6	2
HOPEWELL	2015-07-31	79	63	7	Rain	20150731	3	7	July        	Friday    	6	1	0	0	3	2	1
HOPEWELL	2015-08-01	80	50	7	Rain	20150801	3	8	August      	Saturday  	7	0	1	0	3	2	2
HOPEWELL	2015-08-03	79	62	8		20150803	3	8	August      	Monday    	2	1	0	0	3	1	3
HOPEWELL	2015-08-04	79	61	7	Rain-Thunderstorm	20150804	3	8	August      	Tuesday   	3	1	0	0	3	6	1
HOPEWELL	2015-08-05	76	55	6		20150805	3	8	August      	Wednesday 	4	1	0	0	3	1	3
HOPEWELL	2015-08-06	73	61	4	Rain	20150806	3	8	August      	Thursday  	5	1	0	0	3	2	3
HOPEWELL	2015-08-07	75	61	7		20150807	3	8	August      	Friday    	6	1	0	0	3	1	1
HOPEWELL	2015-08-08	72	66	5		20150808	3	8	August      	Saturday  	7	0	1	0	3	1	1
HOPEWELL	2015-08-09	75	67	6		20150809	3	8	August      	Sunday    	1	0	1	0	3	1	2
HOPEWELL	2015-08-10	72	72	7	Rain	20150810	3	8	August      	Monday    	2	1	0	0	3	2	2
HOPEWELL	2015-08-11	76	83	8	Fog-Rain-Thunderstorm	20150811	3	8	August      	Tuesday   	3	1	0	0	3	8	2
HOPEWELL	2015-08-12	75	68	7		20150812	3	8	August      	Wednesday 	4	1	0	0	3	1	1
HOPEWELL	2015-08-13	72	59	4		20150813	3	8	August      	Thursday  	5	1	0	0	3	1	1
HOPEWELL	2015-08-14	73	62	4		20150814	3	8	August      	Friday    	6	1	0	0	3	1	1
HOPEWELL	2015-08-15	77	63	4		20150815	3	8	August      	Saturday  	7	0	1	0	3	1	1
HOPEWELL	2015-08-16	80	63	5		20150816	3	8	August      	Sunday    	1	0	1	0	3	1	4
HOPEWELL	2015-08-17	82	64	5	Rain-Thunderstorm	20150817	3	8	August      	Monday    	2	1	0	0	3	6	2
HOPEWELL	2015-08-18	80	64	6		20150818	3	8	August      	Tuesday   	3	1	0	0	3	1	2
HOPEWELL	2015-08-19	82	70	7	Rain-Thunderstorm	20150819	3	8	August      	Wednesday 	4	1	0	0	3	6	1
HOPEWELL	2015-08-20	79	78	10	Rain	20150820	3	8	August      	Thursday  	5	1	0	0	3	2	1
HOPEWELL	2015-08-21	77	67	7	Rain-Thunderstorm	20150821	3	8	August      	Friday    	6	1	0	0	3	6	4
HOPEWELL	2015-08-22	73	51	6		20150822	3	8	August      	Saturday  	7	0	1	0	3	1	1
HOPEWELL	2015-08-24	74	72	5		20150824	3	8	August      	Monday    	2	1	0	0	3	1	1
HOPEWELL	2015-08-25	78	61	6		20150825	3	8	August      	Tuesday   	3	1	0	0	3	1	3
HOPEWELL	2015-08-26	71	55	7		20150826	3	8	August      	Wednesday 	4	1	0	0	3	1	2
HOPEWELL	2015-08-29	71	68	4		20150829	3	8	August      	Saturday  	7	0	1	0	3	1	1
HOPEWELL	2015-08-30	77	0	5		20150830	3	8	August      	Sunday    	1	0	1	0	3	1	1
HOPEWELL	2015-08-31	82	66	6		20150831	3	8	August      	Monday    	2	1	0	0	3	1	4
HOPEWELL	2015-09-01	80	64	5		20150901	3	9	September   	Tuesday   	3	1	0	0	4	1	1
HOPEWELL	2015-09-02	79	71	3	Fog	20150902	3	9	September   	Wednesday 	4	1	0	0	4	3	1
HOPEWELL	2015-09-03	82	59	6		20150903	3	9	September   	Thursday  	5	1	0	0	4	1	2
HOPEWELL	2015-09-05	73	62	7		20150905	3	9	September   	Saturday  	7	0	1	0	4	1	3
HOPEWELL	2015-09-06	72	59	5		20150906	3	9	September   	Sunday    	1	0	1	0	4	1	1
HOPEWELL	2015-09-08	81	65	6		20150908	3	9	September   	Tuesday   	3	1	0	0	4	1	3
HOPEWELL	2015-09-10	73	91	8	Rain-Thunderstorm	20150910	3	9	September   	Thursday  	5	1	0	0	4	6	3
HOPEWELL	2015-09-11	74	72	7	Rain	20150911	3	9	September   	Friday    	6	1	0	0	4	2	1
HOPEWELL	2015-09-12	70	81	7	Rain	20150912	3	9	September   	Saturday  	7	0	1	0	4	2	1
HOPEWELL	2015-09-13	64	75	7	Rain	20150913	3	9	September   	Sunday    	1	0	1	0	4	2	1
HOPEWELL	2015-09-14	64	55	8		20150914	3	9	September   	Monday    	2	1	0	0	4	1	1
HOPEWELL	2015-09-15	68	57	6		20150915	3	9	September   	Tuesday   	3	1	0	0	4	1	1
HOPEWELL	2015-09-16	72	60	7		20150916	3	9	September   	Wednesday 	4	1	0	0	4	1	4
HOPEWELL	2015-09-17	72	63	5		20150917	3	9	September   	Thursday  	5	1	0	0	4	1	1
HOPEWELL	2015-09-18	71	67	5		20150918	3	9	September   	Friday    	6	1	0	0	4	1	3
HOPEWELL	2015-09-19	72	70	4	Fog	20150919	3	9	September   	Saturday  	7	0	1	0	4	3	3
HOPEWELL	2015-09-20	69	64	8		20150920	3	9	September   	Sunday    	1	0	1	0	4	1	2
HOPEWELL	2015-09-21	64	54	8		20150921	3	9	September   	Monday    	2	1	0	0	4	1	2
HOPEWELL	2015-09-22	66	70	8		20150922	3	9	September   	Tuesday   	3	1	0	0	4	1	1
HOPEWELL	2015-09-24	66	63	7		20150924	3	9	September   	Thursday  	5	1	0	0	4	1	1
HOPEWELL	2015-09-25	68	64	8		20150925	3	9	September   	Friday    	6	1	0	0	4	1	1
HOPEWELL	2015-09-27	63	74	7		20150927	3	9	September   	Sunday    	1	0	1	0	4	1	1
HOPEWELL	2015-09-28	73	78	5		20150928	3	9	September   	Monday    	2	1	0	0	4	1	2
HOPEWELL	2015-09-29	75	81	5	Fog-Rain	20150929	3	9	September   	Tuesday   	3	1	0	0	4	7	1
HOPEWELL	2015-09-30	72	79	11	Rain	20150930	3	9	September   	Wednesday 	4	1	0	0	4	2	1
HOPEWELL	2015-10-01	60	75	11	Rain	20151001	4	10	October     	Thursday  	5	1	0	0	4	2	1
HOPEWELL	2015-10-02	52	0	16	Rain	20151002	4	10	October     	Friday    	6	1	0	0	4	2	2
HOPEWELL	2015-10-03	51	88	15	Rain	20151003	4	10	October     	Saturday  	7	0	1	0	4	2	2
HOPEWELL	2015-10-04	57	68	12		20151004	4	10	October     	Sunday    	1	0	1	0	4	1	1
HOPEWELL	2015-10-05	57	67	8		20151005	4	10	October     	Monday    	2	1	0	0	4	1	3
HOPEWELL	2015-10-06	61	67	4		20151006	4	10	October     	Tuesday   	3	1	0	0	4	1	1
HOPEWELL	2015-10-08	62	75	4		20151008	4	10	October     	Thursday  	5	1	0	0	4	1	3
HOPEWELL	2015-10-10	56	61	5		20151010	4	10	October     	Saturday  	7	0	1	0	4	1	3
HOPEWELL	2015-10-11	55	68	3		20151011	4	10	October     	Sunday    	1	0	1	0	4	1	1
HOPEWELL	2015-10-12	60	62	4		20151012	4	10	October     	Monday    	2	1	0	1	4	1	1
HOPEWELL	2015-10-13	64	77	5	Thunderstorm	20151013	4	10	October     	Tuesday   	3	1	0	0	4	5	3
HOPEWELL	2015-10-15	55	66	6		20151015	4	10	October     	Thursday  	5	1	0	0	4	1	7
HOPEWELL	2015-10-17	48	59	7		20151017	4	10	October     	Saturday  	7	0	1	0	4	1	1
HOPEWELL	2015-10-20	57	55	8		20151020	4	10	October     	Tuesday   	3	1	0	0	4	1	2
HOPEWELL	2015-10-21	60	64	4		20151021	4	10	October     	Wednesday 	4	1	0	0	4	1	1
HOPEWELL	2015-10-22	60	69	5		20151022	4	10	October     	Thursday  	5	1	0	0	4	1	1
HOPEWELL	2015-10-23	53	50	9		20151023	4	10	October     	Friday    	6	1	0	0	4	1	4
HOPEWELL	2015-10-25	57	63	8	Rain	20151025	4	10	October     	Sunday    	1	0	1	0	4	2	1
HOPEWELL	2015-10-26	49	58	5		20151026	4	10	October     	Monday    	2	1	0	0	4	1	1
HOPEWELL	2015-10-28	61	86	13	Fog-Rain	20151028	4	10	October     	Wednesday 	4	1	0	0	4	7	2
HOPEWELL	2015-10-29	64	61	10	Rain	20151029	4	10	October     	Thursday  	5	1	0	0	4	2	4
HOPEWELL	2015-10-30	52	51	7		20151030	4	10	October     	Friday    	6	1	0	0	4	1	1
HOPEWELL	2015-11-01	57	75	7		20151101	4	11	November    	Sunday    	1	0	1	0	4	1	1
HOPEWELL	2015-11-02	54	69	2		20151102	4	11	November    	Monday    	2	1	0	0	4	1	1
HOPEWELL	2015-11-03	57	65	3		20151103	4	11	November    	Tuesday   	3	1	0	0	4	1	5
HOPEWELL	2015-11-04	60	66	4	Fog	20151104	4	11	November    	Wednesday 	4	1	0	0	4	3	1
HOPEWELL	2015-11-05	61	89	3	Fog-Rain	20151105	4	11	November    	Thursday  	5	1	0	0	4	7	1
HOPEWELL	2015-11-06	69	81	7	Fog	20151106	4	11	November    	Friday    	6	1	0	0	4	3	1
HOPEWELL	2015-11-07	60	58	6		20151107	4	11	November    	Saturday  	7	0	1	0	4	1	3
HOPEWELL	2015-11-08	47	53	5		20151108	4	11	November    	Sunday    	1	0	1	0	4	1	7
HOPEWELL	2015-11-09	46	63	2		20151109	4	11	November    	Monday    	2	1	0	0	4	1	2
HOPEWELL	2015-11-10	55	74	12	Rain-Thunderstorm	20151110	4	11	November    	Tuesday   	3	1	0	0	4	6	2
HOPEWELL	2015-11-11	57	78	7	Rain	20151111	4	11	November    	Wednesday 	4	1	0	1	4	2	3
HOPEWELL	2015-11-12	53	89	6	Rain	20151112	4	11	November    	Thursday  	5	1	0	0	4	2	2
HOPEWELL	2015-11-13	53	46	12		20151113	4	11	November    	Friday    	6	1	0	0	4	1	2
HOPEWELL	2015-11-14	45	45	10		20151114	4	11	November    	Saturday  	7	0	1	0	4	1	1
HOPEWELL	2015-11-15	47	51	7		20151115	4	11	November    	Sunday    	1	0	1	0	4	1	1
HOPEWELL	2015-11-16	55	46	6		20151116	4	11	November    	Monday    	2	1	0	0	4	1	3
HOPEWELL	2015-11-17	46	61	9		20151117	4	11	November    	Tuesday   	3	1	0	0	4	1	4
HOPEWELL	2015-11-18	49	74	9		20151118	4	11	November    	Wednesday 	4	1	0	0	4	1	1
HOPEWELL	2015-11-19	61	86	10	Rain	20151119	4	11	November    	Thursday  	5	1	0	0	4	2	6
HOPEWELL	2015-11-20	49	61	8		20151120	4	11	November    	Friday    	6	1	0	0	4	1	2
HOPEWELL	2015-11-21	43	59	7		20151121	4	11	November    	Saturday  	7	0	1	0	4	1	1
HOPEWELL	2015-11-22	45	63	8		20151122	4	11	November    	Sunday    	1	0	1	0	4	1	1
HOPEWELL	2015-11-23	35	50	8		20151123	4	11	November    	Monday    	2	1	0	0	4	1	5
HOPEWELL	2015-11-25	39	61	3		20151125	4	11	November    	Wednesday 	4	1	0	0	4	1	2
HOPEWELL	2015-11-26	47	67	3		20151126	4	11	November    	Thursday  	5	1	0	1	4	1	1
HOPEWELL	2015-11-27	50	78	4	Fog-Snow	20151127	4	11	November    	Friday    	6	1	0	0	4	7	3
HOPEWELL	2015-11-28	55	79	3	Rain	20151128	4	11	November    	Saturday  	7	0	1	0	4	2	1
HOPEWELL	2015-11-29	42	61	6	Rain	20151129	4	11	November    	Sunday    	1	0	1	0	4	2	2
HOPEWELL	2015-11-30	38	71	9	Rain	20151130	4	11	November    	Monday    	2	1	0	0	4	2	3
HOPEWELL	2015-12-01	47	95	8	Rain	20151201	4	12	December    	Tuesday   	3	1	0	0	1	2	3
HOPEWELL	2015-12-02	53	89	4	Fog-Rain	20151202	4	12	December    	Wednesday 	4	1	0	0	1	7	1
HOPEWELL	2015-12-04	42	61	5		20151204	4	12	December    	Friday    	6	1	0	0	1	1	2
HOPEWELL	2015-12-05	41	69	4		20151205	4	12	December    	Saturday  	7	0	1	0	1	1	3
HOPEWELL	2015-12-07	44	68	4		20151207	4	12	December    	Monday    	2	1	0	0	1	1	3
HOPEWELL	2015-12-08	41	66	5		20151208	4	12	December    	Tuesday   	3	1	0	0	1	1	4
HOPEWELL	2015-12-10	52	73	3	Rain	20151210	4	12	December    	Thursday  	5	1	0	0	1	2	1
HOPEWELL	2015-12-12	56	76	2		20151212	4	12	December    	Saturday  	7	0	1	0	1	1	4
HOPEWELL	2015-12-13	61	79	3	Fog	20151213	4	12	December    	Sunday    	1	0	1	0	1	3	1
HOPEWELL	2015-12-14	61	87	8	Fog-Rain	20151214	4	12	December    	Monday    	2	1	0	0	1	7	1
HOPEWELL	2015-12-15	59	69	12	Rain	20151215	4	12	December    	Tuesday   	3	1	0	0	1	2	1
HOPEWELL	2015-12-16	49	63	8		20151216	4	12	December    	Wednesday 	4	1	0	0	1	1	1
HOPEWELL	2015-12-17	51	86	3	Fog-Rain	20151217	4	12	December    	Thursday  	5	1	0	0	1	7	3
HOPEWELL	2015-12-18	46	70	9		20151218	4	12	December    	Friday    	6	1	0	0	1	1	1
HOPEWELL	2015-12-19	36	47	12		20151219	4	12	December    	Saturday  	7	0	1	0	1	1	4
HOPEWELL	2015-12-20	36	52	6		20151220	4	12	December    	Sunday    	1	0	1	0	1	1	3
HOPEWELL	2015-12-21	43	63	6		20151221	4	12	December    	Monday    	2	1	0	0	1	1	1
HOPEWELL	2015-12-22	57	86	6	Fog-Rain	20151222	4	12	December    	Tuesday   	3	1	0	0	1	7	3
HOPEWELL	2015-12-23	61	95	7	Fog-Rain	20151223	4	12	December    	Wednesday 	4	1	0	0	1	7	1
HOPEWELL	2015-12-24	67	89	9	Fog-Rain	20151224	4	12	December    	Thursday  	5	1	0	0	1	7	2
HOPEWELL	2015-12-25	63	94	3	Fog-Rain	20151225	4	12	December    	Friday    	6	1	0	1	1	7	1
HOPEWELL	2015-12-26	54	71	9		20151226	4	12	December    	Saturday  	7	0	1	0	1	1	2
HOPEWELL	2015-12-27	54	90	8	Fog-Rain	20151227	4	12	December    	Sunday    	1	0	1	0	1	7	2
HOPEWELL	2015-12-28	41	67	11	Rain	20151228	4	12	December    	Monday    	2	1	0	0	1	2	1
HOPEWELL	2015-12-29	43	93	8	Fog-Rain	20151229	4	12	December    	Tuesday   	3	1	0	0	1	7	4
HOPEWELL	2015-12-30	45	93	4	Fog-Rain	20151230	4	12	December    	Wednesday 	4	1	0	0	1	7	1
HOPEWELL	2015-12-31	46	78	6		20151231	4	12	December    	Thursday  	5	1	0	0	1	1	4
HOPEWELL	2016-01-01	36	56	8		20160101	1	1	January     	Friday    	6	1	0	1	1	1	1
HOPEWELL	2016-01-02	35	56	6		20160102	1	1	January     	Saturday  	7	0	1	0	1	1	1
HOPEWELL	2016-01-03	36	61	7		20160103	1	1	January     	Sunday    	1	0	1	0	1	1	1
HOPEWELL	2016-01-04	23	52	13		20160104	1	1	January     	Monday    	2	1	0	0	1	1	1
HOPEWELL	2016-01-05	20	41	7		20160105	1	1	January     	Tuesday   	3	1	0	0	1	1	2
HOPEWELL	2016-01-06	26	52	3		20160106	1	1	January     	Wednesday 	4	1	0	0	1	1	2
